participant_id,expertise_level,trial_id,fixation_id,ecg_lead,diagnostic_phase,duration_ms
E066,expert,T066,16,II,ST-segment-Evaluation,263
E066,expert,T066,17,I,T-wave-Examination,243
E066,expert,T066,18,II,QT-interval-Measurement,139
E066,expert,T066,19,V1,Lead-by-Lead-Review,239
E066,expert,T066,20,V1,Lead-by-Lead-Review,224
E066,expert,T066,21,V4,Lead-by-Lead-Review,175
E066,expert,T066,22,II,Lead-by-Lead-Review,344
E066,expert,T066,23,V5,Lead-by-Lead-Review,291
E066,expert,T066,24,V2,QRS-Analysis,275
E066,expert,T066,25,V2,Lead-by-Lead-Review,144
E067,expert,T067,1,II,Rhythm-Check,195
E067,expert,T067,2,aVF,Rhythm-Check,285
E067,expert,T067,3,V5,Rhythm-Check,303
E067,expert,T067,4,I,Axis-Determination,256
E067,expert,T067,5,II,P-wave-Analysis,214
E067,expert,T067,6,II,P-wave-Analysis,174
E067,expert,T067,7,II,PR-interval-Assessment,248
E067,expert,T067,8,V6,QRS-Analysis,344
E067,expert,T067,9,V5,QRS-Analysis,255
E067,expert,T067,10,II,QRS-Analysis,200
E067,expert,T067,11,III,ST-segment-Evaluation,257
E067,expert,T067,12,V3,ST-segment-Evaluation,271
E067,expert,T067,13,II,T-wave-Examination,232
E067,expert,T067,14,II,QT-interval-Measurement,294
E067,expert,T067,15,aVF,Lead-by-Lead-Review,251
E067,expert,T067,16,V5,Rhythm-Check,264
E067,expert,T067,17,aVF,Axis-Determination,344
E067,expert,T067,18,II,P-wave-Analysis,239
E067,expert,T067,19,V1,PR-interval-Assessment,222
E067,expert,T067,20,V2,QRS-Analysis,248
E068,expert,T068,1,V1,P-wave-Analysis,275
E068,expert,T068,2,V5,QRS-Analysis,270
E068,expert,T068,3,V4,ST-segment-Evaluation,221
E068,expert,T068,4,V2,T-wave-Examination,269
E068,expert,T068,5,II,T-wave-Examination,216
E068,expert,T068,6,V5,QT-interval-Measurement,243
E068,expert,T068,7,II,T-wave-Examination,222
E068,expert,T068,8,V5,QT-interval-Measurement,252
E068,expert,T068,9,V6,Lead-by-Lead-Review,208
E068,expert,T068,10,V1,Lead-by-Lead-Review,269
E068,expert,T068,11,V1,Lead-by-Lead-Review,242
E068,expert,T068,12,II,Rhythm-Check,259
E068,expert,T068,13,II,Rhythm-Check,229
E068,expert,T068,14,aVF,Axis-Determination,281
E068,expert,T068,15,aVF,P-wave-Analysis,295
E068,expert,T068,16,V5,PR-interval-Assessment,245
E068,expert,T068,17,V2,QRS-Analysis,255
E068,expert,T068,18,II,ST-segment-Evaluation,239
E068,expert,T068,19,V3,ST-segment-Evaluation,275
E068,expert,T068,20,II,T-wave-Examination,279
E068,expert,T068,21,I,QT-interval-Measurement,324
E068,expert,T068,22,V2,Lead-by-Lead-Review,321
E068,expert,T068,23,V6,Lead-by-Lead-Review,209
E068,expert,T068,24,V1,Lead-by-Lead-Review,313
E068,expert,T068,25,V4,QRS-Analysis,241
E068,expert,T068,26,II,ST-segment-Evaluation,168
E068,expert,T068,27,aVF,T-wave-Examination,212
E069,expert,T069,1,V1,Rhythm-Check,216
E069,expert,T069,2,II,Rhythm-Check,271
E069,expert,T069,3,aVF,Axis-Determination,204
E069,expert,T069,4,V1,P-wave-Analysis,249
E069,expert,T069,5,II,PR-interval-Assessment,143
E069,expert,T069,6,V4,QRS-Analysis,246
E069,expert,T069,7,V4,ST-segment-Evaluation,246
E069,expert,T069,8,aVF,ST-segment-Evaluation,224
E069,expert,T069,9,V1,QRS-Analysis,153
E069,expert,T069,10,V5,ST-segment-Evaluation,265
E069,expert,T069,11,aVF,T-wave-Examination,142
E069,expert,T069,12,V4,QT-interval-Measurement,191
E069,expert,T069,13,II,QT-interval-Measurement,208
E069,expert,T069,14,II,QT-interval-Measurement,229
E069,expert,T069,15,V6,Lead-by-Lead-Review,274
E069,expert,T069,16,V3,Lead-by-Lead-Review,278
E069,expert,T069,17,aVR,Lead-by-Lead-Review,331
E069,expert,T069,18,V1,Lead-by-Lead-Review,301
E069,expert,T069,19,V2,Lead-by-Lead-Review,130
E069,expert,T069,20,V6,Lead-by-Lead-Review,333
E070,expert,T070,1,II,Rhythm-Check,193
E070,expert,T070,2,aVL,Axis-Determination,229
E070,expert,T070,3,II,P-wave-Analysis,192
E070,expert,T070,4,II,PR-interval-Assessment,369
E070,expert,T070,5,V3,QRS-Analysis,231
E070,expert,T070,6,V2,ST-segment-Evaluation,306
E070,expert,T070,7,V3,T-wave-Examination,267
E070,expert,T070,8,V5,QT-interval-Measurement,331
E070,expert,T070,9,V2,Lead-by-Lead-Review,254
E070,expert,T070,10,V6,Lead-by-Lead-Review,158
E070,expert,T070,11,V1,QRS-Analysis,276
E070,expert,T070,12,aVF,ST-segment-Evaluation,233
E070,expert,T070,13,V1,QRS-Analysis,190
E070,expert,T070,14,V3,ST-segment-Evaluation,222
E070,expert,T070,15,aVL,Lead-by-Lead-Review,170
E070,expert,T070,16,III,Lead-by-Lead-Review,271
E070,expert,T070,17,I,Lead-by-Lead-Review,283
E070,expert,T070,18,V5,QRS-Analysis,272
E070,expert,T070,19,V3,QRS-Analysis,268
E070,expert,T070,20,V4,T-wave-Examination,267
E070,expert,T070,21,II,QT-interval-Measurement,258
E070,expert,T070,22,aVR,Lead-by-Lead-Review,289
E070,expert,T070,23,V2,Lead-by-Lead-Review,289
E071,expert,T071,1,II,Rhythm-Check,251
E071,expert,T071,2,II,Rhythm-Check,184
E071,expert,T071,3,II,Rhythm-Check,346
E071,expert,T071,4,aVF,Axis-Determination,268
E071,expert,T071,5,I,P-wave-Analysis,284
E071,expert,T071,6,V5,PR-interval-Assessment,297
E071,expert,T071,7,V1,QRS-Analysis,241
E071,expert,T071,8,V3,QRS-Analysis,236
E071,expert,T071,9,V5,ST-segment-Evaluation,334
E071,expert,T071,10,V2,T-wave-Examination,249
E071,expert,T071,11,V2,T-wave-Examination,222
E071,expert,T071,12,I,QT-interval-Measurement,260
E071,expert,T071,13,V4,Lead-by-Lead-Review,332
E071,expert,T071,14,V1,Lead-by-Lead-Review,223
E071,expert,T071,15,III,Lead-by-Lead-Review,312
E071,expert,T071,16,V3,Lead-by-Lead-Review,208
E071,expert,T071,17,V6,Lead-by-Lead-Review,268
E071,expert,T071,18,V2,Lead-by-Lead-Review,249
E071,expert,T071,19,V5,QRS-Analysis,345
E071,expert,T071,20,V5,ST-segment-Evaluation,245
E071,expert,T071,21,aVF,T-wave-Examination,200
E071,expert,T071,22,V5,QT-interval-Measurement,217
E071,expert,T071,23,V1,Rhythm-Check,165
E071,expert,T071,24,V2,QRS-Analysis,188
E071,expert,T071,25,II,ST-segment-Evaluation,192
E072,expert,T072,1,I,Rhythm-Check,262
E072,expert,T072,2,V1,Rhythm-Check,321
E072,expert,T072,3,I,Axis-Determination,293
E072,expert,T072,4,V1,QRS-Analysis,237
E072,expert,T072,5,V2,ST-segment-Evaluation,305
E072,expert,T072,6,aVF,ST-segment-Evaluation,207
E072,expert,T072,7,V5,T-wave-Examination,293
E072,expert,T072,8,V4,QT-interval-Measurement,286
E072,expert,T072,9,aVF,Lead-by-Lead-Review,323
E072,expert,T072,10,V4,Lead-by-Lead-Review,372
E072,expert,T072,11,V5,Lead-by-Lead-Review,339
E072,expert,T072,12,V2,Lead-by-Lead-Review,234
E072,expert,T072,13,V2,QRS-Analysis,233
E072,expert,T072,14,V3,ST-segment-Evaluation,200
E072,expert,T072,15,V2,T-wave-Examination,255
E072,expert,T072,16,V4,QT-interval-Measurement,261
E072,expert,T072,17,V5,Lead-by-Lead-Review,289
E072,expert,T072,18,V1,QRS-Analysis,245
E072,expert,T072,19,V2,ST-segment-Evaluation,161
E072,expert,T072,20,III,ST-segment-Evaluation,206
E072,expert,T072,21,V2,QRS-Analysis,241
E072,expert,T072,22,V3,QRS-Analysis,284
E072,expert,T072,23,II,ST-segment-Evaluation,248
E072,expert,T072,24,V3,Lead-by-Lead-Review,277
E072,expert,T072,25,aVL,Lead-by-Lead-Review,241
E072,expert,T072,26,aVF,ST-segment-Evaluation,223
E072,expert,T072,27,V4,T-wave-Examination,152
E073,expert,T073,1,II,Rhythm-Check,271
E073,expert,T073,2,I,Axis-Determination,252
E073,expert,T073,3,II,P-wave-Analysis,166
E073,expert,T073,4,V5,QRS-Analysis,289
E073,expert,T073,5,V5,T-wave-Examination,266
E073,expert,T073,6,V4,Lead-by-Lead-Review,241
E073,expert,T073,7,II,ST-segment-Evaluation,133
E073,expert,T073,8,III,ST-segment-Evaluation,303
E073,expert,T073,9,V5,QRS-Analysis,230
E073,expert,T073,10,V2,ST-segment-Evaluation,277
E073,expert,T073,11,aVL,T-wave-Examination,177
E073,expert,T073,12,V4,Lead-by-Lead-Review,190
E073,expert,T073,13,V4,Lead-by-Lead-Review,259
E073,expert,T073,14,V3,Lead-by-Lead-Review,242
E073,expert,T073,15,V5,Lead-by-Lead-Review,230
E073,expert,T073,16,V5,Lead-by-Lead-Review,227
E073,expert,T073,17,V5,Lead-by-Lead-Review,262
E073,expert,T073,18,V6,Lead-by-Lead-Review,304
E073,expert,T073,19,V5,Lead-by-Lead-Review,271
E073,expert,T073,20,V3,Lead-by-Lead-Review,285
E073,expert,T073,21,I,Lead-by-Lead-Review,330
E073,expert,T073,22,aVF,Lead-by-Lead-Review,270
E074,expert,T074,1,V1,Rhythm-Check,294
E074,expert,T074,2,aVF,Axis-Determination,315
E074,expert,T074,3,V1,P-wave-Analysis,259
E074,expert,T074,4,II,PR-interval-Assessment,294
E074,expert,T074,5,V1,PR-interval-Assessment,282
E074,expert,T074,6,V1,QRS-Analysis,286
E074,expert,T074,7,V4,ST-segment-Evaluation,192
E074,expert,T074,8,V3,ST-segment-Evaluation,250
E074,expert,T074,9,II,T-wave-Examination,273
E074,expert,T074,10,I,Lead-by-Lead-Review,288
E074,expert,T074,11,aVR,Lead-by-Lead-Review,265
E074,expert,T074,12,V6,Lead-by-Lead-Review,252
E074,expert,T074,13,V1,Lead-by-Lead-Review,207
E074,expert,T074,14,V2,Lead-by-Lead-Review,273
E074,expert,T074,15,V3,Lead-by-Lead-Review,147
E074,expert,T074,16,V6,QRS-Analysis,306
E074,expert,T074,17,V4,ST-segment-Evaluation,219
E074,expert,T074,18,V4,ST-segment-Evaluation,249
E075,expert,T075,1,III,Axis-Determination,198
E075,expert,T075,2,I,P-wave-Analysis,246
E075,expert,T075,3,aVF,P-wave-Analysis,200
E075,expert,T075,4,V5,PR-interval-Assessment,192
E075,expert,T075,5,II,PR-interval-Assessment,215
E075,expert,T075,6,V2,QRS-Analysis,175
E075,expert,T075,7,III,ST-segment-Evaluation,178
E075,expert,T075,8,V2,ST-segment-Evaluation,289
E075,expert,T075,9,V2,QRS-Analysis,222
E075,expert,T075,10,V2,Lead-by-Lead-Review,274
E075,expert,T075,11,III,Lead-by-Lead-Review,231
E075,expert,T075,12,II,ST-segment-Evaluation,308
E075,expert,T075,13,V2,T-wave-Examination,237
E075,expert,T075,14,V5,T-wave-Examination,215
E075,expert,T075,15,V5,QT-interval-Measurement,319
E075,expert,T075,16,II,QT-interval-Measurement,218
E075,expert,T075,17,V3,Lead-by-Lead-Review,243
E075,expert,T075,18,V2,Lead-by-Lead-Review,232
E075,expert,T075,19,aVL,Lead-by-Lead-Review,325
E076,expert,T076,1,II,Rhythm-Check,263
E076,expert,T076,2,I,Axis-Determination,228
E076,expert,T076,3,aVF,P-wave-Analysis,234
E076,expert,T076,4,I,PR-interval-Assessment,193
E076,expert,T076,5,II,PR-interval-Assessment,173
E076,expert,T076,6,V3,QRS-Analysis,246
E076,expert,T076,7,aVF,ST-segment-Evaluation,219
E076,expert,T076,8,V2,T-wave-Examination,193
E076,expert,T076,9,V5,QT-interval-Measurement,232
E076,expert,T076,10,I,Lead-by-Lead-Review,274
E076,expert,T076,11,V1,Lead-by-Lead-Review,167
E076,expert,T076,12,V1,Rhythm-Check,184
E076,expert,T076,13,I,Axis-Determination,208
E076,expert,T076,14,V4,QRS-Analysis,291
E076,expert,T076,15,V4,T-wave-Examination,296
E076,expert,T076,16,I,T-wave-Examination,176
E076,expert,T076,17,II,QT-interval-Measurement,188
E076,expert,T076,18,II,QT-interval-Measurement,246
E076,expert,T076,19,II,Rhythm-Check,324
E076,expert,T076,20,II,Rhythm-Check,260
E076,expert,T076,21,II,Rhythm-Check,253
E076,expert,T076,22,aVF,Axis-Determination,334
E077,expert,T077,1,III,P-wave-Analysis,200
E077,expert,T077,2,I,P-wave-Analysis,218
E077,expert,T077,3,II,P-wave-Analysis,253
E077,expert,T077,4,II,PR-interval-Assessment,264
E077,expert,T077,5,V6,QRS-Analysis,264
E077,expert,T077,6,III,Lead-by-Lead-Review,233
E077,expert,T077,7,aVR,Lead-by-Lead-Review,224
E077,expert,T077,8,aVR,Lead-by-Lead-Review,311
E077,expert,T077,9,V2,ST-segment-Evaluation,156
E077,expert,T077,10,aVL,T-wave-Examination,228
E077,expert,T077,11,I,QT-interval-Measurement,260
E077,expert,T077,12,V2,Lead-by-Lead-Review,293
E077,expert,T077,13,V1,Lead-by-Lead-Review,151
E077,expert,T077,14,aVL,Lead-by-Lead-Review,299
E077,expert,T077,15,V5,Lead-by-Lead-Review,204
E077,expert,T077,16,V4,Lead-by-Lead-Review,330
E077,expert,T077,17,I,Lead-by-Lead-Review,218
E077,expert,T077,18,V5,Lead-by-Lead-Review,311
E077,expert,T077,19,aVL,Lead-by-Lead-Review,332
E077,expert,T077,20,V4,Lead-by-Lead-Review,238
E077,expert,T077,21,V3,Lead-by-Lead-Review,305
E077,expert,T077,22,aVF,Lead-by-Lead-Review,289
E077,expert,T077,23,II,ST-segment-Evaluation,262
E077,expert,T077,24,aVF,T-wave-Examination,237
E077,expert,T077,25,V3,T-wave-Examination,280
E077,expert,T077,26,III,Lead-by-Lead-Review,318
E078,expert,T078,1,II,Rhythm-Check,180
E078,expert,T078,2,I,Axis-Determination,319
E078,expert,T078,3,V2,QRS-Analysis,349
E078,expert,T078,4,V6,Lead-by-Lead-Review,187
E078,expert,T078,5,aVF,Lead-by-Lead-Review,237
E078,expert,T078,6,V1,Lead-by-Lead-Review,291
E078,expert,T078,7,V5,QRS-Analysis,291
E078,expert,T078,8,V5,T-wave-Examination,311
E078,expert,T078,9,V4,ST-segment-Evaluation,221
E078,expert,T078,10,V5,T-wave-Examination,258
E078,expert,T078,11,V3,T-wave-Examination,306
E078,expert,T078,12,V5,QT-interval-Measurement,196
E078,expert,T078,13,aVL,Lead-by-Lead-Review,226
E078,expert,T078,14,V4,Lead-by-Lead-Review,280
E078,expert,T078,15,aVL,Lead-by-Lead-Review,304
E078,expert,T078,16,III,Lead-by-Lead-Review,305
E078,expert,T078,17,V2,ST-segment-Evaluation,290
E078,expert,T078,18,aVF,T-wave-Examination,223
E078,expert,T078,19,II,QT-interval-Measurement,232
E078,expert,T078,20,V4,Lead-by-Lead-Review,217
E079,expert,T079,1,I,Axis-Determination,210
E079,expert,T079,2,V1,P-wave-Analysis,287
E079,expert,T079,3,II,PR-interval-Assessment,204
E079,expert,T079,4,II,P-wave-Analysis,271
E079,expert,T079,5,II,PR-interval-Assessment,190
E079,expert,T079,6,II,PR-interval-Assessment,237
E079,expert,T079,7,V1,QRS-Analysis,253
E079,expert,T079,8,V2,ST-segment-Evaluation,203
E079,expert,T079,9,I,T-wave-Examination,239
E079,expert,T079,10,V4,QT-interval-Measurement,384
E079,expert,T079,11,V2,Lead-by-Lead-Review,327
E079,expert,T079,12,V2,Lead-by-Lead-Review,248
E079,expert,T079,13,V1,Lead-by-Lead-Review,203
E079,expert,T079,14,V6,QRS-Analysis,195
E079,expert,T079,15,V4,Lead-by-Lead-Review,206
E079,expert,T079,16,I,QRS-Analysis,159
E079,expert,T079,17,V6,ST-segment-Evaluation,200
E079,expert,T079,18,V5,T-wave-Examination,223
E079,expert,T079,19,II,QT-interval-Measurement,144
E079,expert,T079,20,V5,Lead-by-Lead-Review,201
E079,expert,T079,21,V5,Lead-by-Lead-Review,214
E080,expert,T080,1,V5,Rhythm-Check,290
E080,expert,T080,2,III,P-wave-Analysis,280
E080,expert,T080,3,II,PR-interval-Assessment,234
E080,expert,T080,4,V3,QRS-Analysis,246
E080,expert,T080,5,II,ST-segment-Evaluation,222
E080,expert,T080,6,aVL,T-wave-Examination,151
E080,expert,T080,7,V5,QT-interval-Measurement,261
E080,expert,T080,8,II,Lead-by-Lead-Review,154
E080,expert,T080,9,aVR,Lead-by-Lead-Review,324
E080,expert,T080,10,I,Lead-by-Lead-Review,285
E080,expert,T080,11,II,Lead-by-Lead-Review,267
E080,expert,T080,12,V4,Lead-by-Lead-Review,188
E080,expert,T080,13,I,Lead-by-Lead-Review,313
E080,expert,T080,14,V2,ST-segment-Evaluation,247
E080,expert,T080,15,I,T-wave-Examination,141
E080,expert,T080,16,I,QT-interval-Measurement,258
E080,expert,T080,17,V1,Lead-by-Lead-Review,234
E080,expert,T080,18,aVR,Lead-by-Lead-Review,313
E080,expert,T080,19,aVL,Lead-by-Lead-Review,213
E080,expert,T080,20,V1,Lead-by-Lead-Review,305
E080,expert,T080,21,V2,QRS-Analysis,323
E080,expert,T080,22,V6,Lead-by-Lead-Review,164
E081,expert,T081,1,I,Axis-Determination,223
E081,expert,T081,2,II,Axis-Determination,275
E081,expert,T081,3,II,P-wave-Analysis,278
E081,expert,T081,4,aVL,P-wave-Analysis,193
E081,expert,T081,5,V1,QRS-Analysis,258
E081,expert,T081,6,V4,T-wave-Examination,283
E081,expert,T081,7,I,QT-interval-Measurement,276
E081,expert,T081,8,aVF,Lead-by-Lead-Review,156
E081,expert,T081,9,III,Lead-by-Lead-Review,135
E081,expert,T081,10,V5,QRS-Analysis,257
E081,expert,T081,11,V2,ST-segment-Evaluation,226
E081,expert,T081,12,II,T-wave-Examination,225
E081,expert,T081,13,V5,QT-interval-Measurement,256
E081,expert,T081,14,V5,Lead-by-Lead-Review,213
E081,expert,T081,15,V6,Lead-by-Lead-Review,304
E081,expert,T081,16,V4,Lead-by-Lead-Review,304
E081,expert,T081,17,V2,Lead-by-Lead-Review,266
E081,expert,T081,18,II,ST-segment-Evaluation,306
E081,expert,T081,19,I,T-wave-Examination,300
E082,expert,T082,1,II,Axis-Determination,228
E082,expert,T082,2,aVF,Axis-Determination,299
E082,expert,T082,3,aVF,Axis-Determination,204
E082,expert,T082,4,III,P-wave-Analysis,200
E082,expert,T082,5,V5,PR-interval-Assessment,268
E082,expert,T082,6,aVL,P-wave-Analysis,314
E082,expert,T082,7,I,P-wave-Analysis,268
E082,expert,T082,8,V1,Rhythm-Check,241
E082,expert,T082,9,V1,Rhythm-Check,284
E082,expert,T082,10,V1,Rhythm-Check,228
E082,expert,T082,11,V1,P-wave-Analysis,344
E082,expert,T082,12,aVL,P-wave-Analysis,239
E082,expert,T082,13,V1,P-wave-Analysis,272
E082,expert,T082,14,V3,QRS-Analysis,265
E082,expert,T082,15,V5,QRS-Analysis,243
E082,expert,T082,16,V3,ST-segment-Evaluation,255
E082,expert,T082,17,V4,T-wave-Examination,250
E082,expert,T082,18,V5,T-wave-Examination,167
E082,expert,T082,19,I,QT-interval-Measurement,285
E082,expert,T082,20,III,Lead-by-Lead-Review,157
E082,expert,T082,21,III,Lead-by-Lead-Review,273
E083,expert,T083,1,I,Axis-Determination,322
E083,expert,T083,2,II,Axis-Determination,196
E083,expert,T083,3,I,Axis-Determination,178
E083,expert,T083,4,V1,P-wave-Analysis,314
E083,expert,T083,5,V6,QRS-Analysis,214
E083,expert,T083,6,II,ST-segment-Evaluation,222
E083,expert,T083,7,II,T-wave-Examination,307
E083,expert,T083,8,II,QT-interval-Measurement,251
E083,expert,T083,9,I,T-wave-Examination,209
E083,expert,T083,10,V2,ST-segment-Evaluation,220
E083,expert,T083,11,aVL,T-wave-Examination,275
E083,expert,T083,12,aVF,ST-segment-Evaluation,250
E083,expert,T083,13,V3,ST-segment-Evaluation,249
E083,expert,T083,14,V3,T-wave-Examination,177
E083,expert,T083,15,V5,QT-interval-Measurement,277
E083,expert,T083,16,V4,Lead-by-Lead-Review,280
E083,expert,T083,17,I,QRS-Analysis,264
E083,expert,T083,18,V4,QRS-Analysis,211
E083,expert,T083,19,V3,Lead-by-Lead-Review,286
E083,expert,T083,20,V3,ST-segment-Evaluation,214
E083,expert,T083,21,aVF,T-wave-Examination,244
E083,expert,T083,22,V4,QT-interval-Measurement,174
E083,expert,T083,23,V4,Lead-by-Lead-Review,312
E083,expert,T083,24,aVF,Lead-by-Lead-Review,230
E083,expert,T083,25,V5,Lead-by-Lead-Review,248
E084,expert,T084,1,V1,Rhythm-Check,289
E084,expert,T084,2,aVL,Axis-Determination,290
E084,expert,T084,3,aVL,P-wave-Analysis,147
E084,expert,T084,4,aVF,P-wave-Analysis,254
E084,expert,T084,5,V5,PR-interval-Assessment,208
E084,expert,T084,6,V3,QRS-Analysis,222
E084,expert,T084,7,V4,ST-segment-Evaluation,324
E084,expert,T084,8,V2,T-wave-Examination,199
E084,expert,T084,9,V2,T-wave-Examination,262
E084,expert,T084,10,II,QT-interval-Measurement,220
E084,expert,T084,11,V2,Lead-by-Lead-Review,257
E084,expert,T084,12,aVL,Lead-by-Lead-Review,261
E084,expert,T084,13,V4,Lead-by-Lead-Review,189
E084,expert,T084,14,V6,Lead-by-Lead-Review,248
E084,expert,T084,15,V1,Lead-by-Lead-Review,209
E084,expert,T084,16,aVR,Lead-by-Lead-Review,341
E084,expert,T084,17,V2,Lead-by-Lead-Review,224
E084,expert,T084,18,III,ST-segment-Evaluation,228
E084,expert,T084,19,V4,ST-segment-Evaluation,279
E084,expert,T084,20,V2,Lead-by-Lead-Review,263
E084,expert,T084,21,V5,QRS-Analysis,255
E084,expert,T084,22,V3,ST-segment-Evaluation,303
E084,expert,T084,23,II,T-wave-Examination,230
E085,expert,T085,1,I,Rhythm-Check,221
E085,expert,T085,2,I,Rhythm-Check,237
E085,expert,T085,3,I,Axis-Determination,249
E085,expert,T085,4,I,Axis-Determination,351
E085,expert,T085,5,V6,QRS-Analysis,242
E085,expert,T085,6,V3,ST-segment-Evaluation,262
E085,expert,T085,7,V4,T-wave-Examination,234
E085,expert,T085,8,V4,Lead-by-Lead-Review,215
E085,expert,T085,9,V3,QRS-Analysis,308
E085,expert,T085,10,V5,ST-segment-Evaluation,288
E085,expert,T085,11,V2,T-wave-Examination,250
E085,expert,T085,12,V5,QT-interval-Measurement,225
E085,expert,T085,13,aVL,Lead-by-Lead-Review,278
E085,expert,T085,14,V5,Lead-by-Lead-Review,262
E085,expert,T085,15,V4,Lead-by-Lead-Review,290
E085,expert,T085,16,V6,Lead-by-Lead-Review,317
E085,expert,T085,17,aVF,ST-segment-Evaluation,268
E085,expert,T085,18,I,QRS-Analysis,249
E085,expert,T085,19,aVL,T-wave-Examination,265
E085,expert,T085,20,III,Lead-by-Lead-Review,208
E085,expert,T085,21,I,Lead-by-Lead-Review,217
E085,expert,T085,22,V3,Lead-by-Lead-Review,212
E085,expert,T085,23,V4,Lead-by-Lead-Review,300
E085,expert,T085,24,aVR,Lead-by-Lead-Review,246
E085,expert,T085,25,V5,Lead-by-Lead-Review,203
E085,expert,T085,26,V4,QRS-Analysis,100
E085,expert,T085,27,V3,Lead-by-Lead-Review,135
E086,expert,T086,1,aVF,Axis-Determination,248
E086,expert,T086,2,III,P-wave-Analysis,254
E086,expert,T086,3,V1,PR-interval-Assessment,248
E086,expert,T086,4,V2,QRS-Analysis,371
E086,expert,T086,5,III,ST-segment-Evaluation,282
E086,expert,T086,6,aVF,T-wave-Examination,172
E086,expert,T086,7,II,QT-interval-Measurement,190
E086,expert,T086,8,V1,Lead-by-Lead-Review,261
E086,expert,T086,9,V3,ST-segment-Evaluation,299
E086,expert,T086,10,II,ST-segment-Evaluation,247
E086,expert,T086,11,V4,ST-segment-Evaluation,192
E086,expert,T086,12,V4,Lead-by-Lead-Review,265
E086,expert,T086,13,V6,QRS-Analysis,261
E086,expert,T086,14,V1,QRS-Analysis,221
E086,expert,T086,15,V4,ST-segment-Evaluation,302
E086,expert,T086,16,II,T-wave-Examination,187
E086,expert,T086,17,V4,QT-interval-Measurement,215
E086,expert,T086,18,II,QT-interval-Measurement,307
E086,expert,T086,19,I,Lead-by-Lead-Review,293
E086,expert,T086,20,V5,Lead-by-Lead-Review,252
E087,expert,T087,1,II,QT-interval-Measurement,225
E087,expert,T087,2,III,Lead-by-Lead-Review,340
E087,expert,T087,3,V3,Lead-by-Lead-Review,252
E087,expert,T087,4,I,Lead-by-Lead-Review,262
E087,expert,T087,5,V6,Lead-by-Lead-Review,272
E087,expert,T087,6,V2,Lead-by-Lead-Review,267
E087,expert,T087,7,V5,Lead-by-Lead-Review,159
E087,expert,T087,8,V6,Lead-by-Lead-Review,116
E087,expert,T087,9,V1,Lead-by-Lead-Review,251
E087,expert,T087,10,V3,Lead-by-Lead-Review,332
E087,expert,T087,11,aVF,Lead-by-Lead-Review,210
E087,expert,T087,12,V2,ST-segment-Evaluation,241
E087,expert,T087,13,III,Lead-by-Lead-Review,286
E087,expert,T087,14,II,ST-segment-Evaluation,271
E087,expert,T087,15,V4,T-wave-Examination,270
E087,expert,T087,16,II,QT-interval-Measurement,173
E087,expert,T087,17,V4,QT-interval-Measurement,291
E087,expert,T087,18,III,Lead-by-Lead-Review,249
E087,expert,T087,19,III,ST-segment-Evaluation,199
E087,expert,T087,20,V5,T-wave-Examination,343
E087,expert,T087,21,V5,QT-interval-Measurement,292
E087,expert,T087,22,V6,Lead-by-Lead-Review,239
E087,expert,T087,23,V4,Lead-by-Lead-Review,305
E087,expert,T087,24,V4,Lead-by-Lead-Review,214
E087,expert,T087,25,V5,Lead-by-Lead-Review,313
E087,expert,T087,26,V3,Lead-by-Lead-Review,205
E087,expert,T087,27,V2,ST-segment-Evaluation,308
E088,expert,T088,1,aVF,Axis-Determination,327
E088,expert,T088,2,aVL,Axis-Determination,306
E088,expert,T088,3,V1,P-wave-Analysis,191
E088,expert,T088,4,V1,Rhythm-Check,132
E088,expert,T088,5,aVF,Axis-Determination,243
E088,expert,T088,6,V6,QRS-Analysis,273
E088,expert,T088,7,II,QRS-Analysis,311
E088,expert,T088,8,aVF,ST-segment-Evaluation,236
E088,expert,T088,9,V3,T-wave-Examination,263
E088,expert,T088,10,V4,Lead-by-Lead-Review,224
E088,expert,T088,11,V5,Lead-by-Lead-Review,140
E088,expert,T088,12,V5,Lead-by-Lead-Review,213
E088,expert,T088,13,I,Lead-by-Lead-Review,256
E088,expert,T088,14,V3,ST-segment-Evaluation,204
E088,expert,T088,15,V5,ST-segment-Evaluation,203
E088,expert,T088,16,V5,T-wave-Examination,272
E088,expert,T088,17,aVL,T-wave-Examination,289
E088,expert,T088,18,II,QT-interval-Measurement,292
E088,expert,T088,19,V5,QT-interval-Measurement,201
E088,expert,T088,20,III,Lead-by-Lead-Review,235
E089,expert,T089,1,V5,Rhythm-Check,216
E089,expert,T089,2,aVL,P-wave-Analysis,300
E089,expert,T089,3,II,PR-interval-Assessment,306
E089,expert,T089,4,V6,QRS-Analysis,264
E089,expert,T089,5,II,QRS-Analysis,302
E089,expert,T089,6,V5,ST-segment-Evaluation,255
E089,expert,T089,7,V2,T-wave-Examination,175
E089,expert,T089,8,V4,QT-interval-Measurement,325
E089,expert,T089,9,V1,Lead-by-Lead-Review,216
E089,expert,T089,10,V2,Lead-by-Lead-Review,272
E089,expert,T089,11,I,Lead-by-Lead-Review,328
E089,expert,T089,12,V2,Lead-by-Lead-Review,245
E089,expert,T089,13,aVF,ST-segment-Evaluation,210
E089,expert,T089,14,V2,ST-segment-Evaluation,207
E089,expert,T089,15,V5,T-wave-Examination,170
E089,expert,T089,16,II,ST-segment-Evaluation,205
